Code,Name,Sector,Open,High,Low,Close,SMA20,SMA50,SMA200,Shariah,Price,ADR%,Perf 5D%,Perf 1M%,Perf 3M%,EPS,P/E,Volume,Mkt Cap
5436,PERSTIM,Consumer Cyclical,1.39,1.39,1.39,1.39,1.413,1.4596,1.7147,,1.39,1.61,0.0,-2.8,-11.46,-0.14,,0,179443632.0
0313,BWYS,Basic Materials,0.17,0.175,0.17,0.175,0.1708,0.1722,0.202,,0.175,2.39,2.94,0.0,-7.89,0.04,4.375,97100,179412272.0
0189,MATANG,Consumer Defensive,0.075,0.075,0.07,0.075,0.075,0.0756,0.0745,,0.075,1.07,0.0,0.0,0.0,0.0,Infinity,181000,179190032.0
5160,HOMERIZ,Consumer Cyclical,0.39,0.39,0.39,0.39,0.3922,0.398,0.4509,,0.39,1.17,2.63,-3.7,-2.5,0.05,7.7999997,13000,178948624.0
7022,GTRONIC,Technology,0.24,0.265,0.24,0.25,0.2575,0.2359,0.2843,,0.25,9.89,0.0,11.11,31.58,0.02,12.5,3424400,178704304.0
5219,PESTEC,Industrials,0.07,0.07,0.065,0.07,0.068,0.0673,0.1009,,0.07,7.92,0.0,7.69,0.0,-0.2,,616000,178477552.0
5145,SEALINK,Industrials,0.34,0.355,0.34,0.355,0.3468,0.3303,0.2658,,0.355,3.86,2.9,4.41,26.79,0.01,35.5,622200,177500000.0
0302,TOPMIX,Consumer Cyclical,0.445,0.455,0.435,0.45,0.4672,0.4716,0.4631,,0.45,1.73,-5.26,-5.26,-8.16,0.05,9.0,704100,177235200.0
0243,CENGILD,Healthcare,0.205,0.21,0.205,0.21,0.2145,0.2119,0.2206,,0.21,2.83,-8.7,2.44,-2.33,0.01,21.0,562300,174911632.0
9008,OMESTI,Industrials,0.075,0.075,0.07,0.075,0.0753,0.075,0.0816,,0.075,5.62,0.0,0.0,0.0,-3.73,,436000,174181568.0
7085,LTKM,Consumer Defensive,1.2,1.2,1.2,1.2,1.2075,1.2304,1.3548,,1.2,0.13,0.0,-0.83,-7.64,0.27,4.4444447,10000,171736800.0
7943,GREENTEC,Industrials,0.19,0.19,0.19,0.19,0.1818,0.1807,0.148,,0.19,2.71,5.56,5.56,5.56,-0.0,,88300,170759040.0
0050,SYSTECH,Technology,0.235,0.25,0.23,0.24,0.2172,0.1894,0.167,,0.24,7.12,4.35,23.08,54.84,-0.01,,28746100,169653136.0
8273,PPHB,Consumer Cyclical,0.635,0.64,0.63,0.635,0.6593,0.6525,0.6386,,0.635,1.69,-2.31,-4.51,1.97,0.16,3.96875,118300,169352768.0
7170,LFECORP,Industrials,0.145,0.145,0.145,0.145,0.1495,0.1565,0.1722,,0.145,3.37,-3.33,-6.45,-17.14,0.01,14.5,120000,168788768.0
8893,MKLAND,Real Estate,0.135,0.14,0.135,0.14,0.1403,0.1363,0.1445,,0.14,3.51,0.0,3.7,3.7,0.01,14.0,49100,168642592.0
03053,CCIB,Industrials,0.35,0.35,0.35,0.35,0.3313,0.33,0.3262,,0.35,0.0,6.32,6.32,6.32,0.02,17.5,0,167893328.0
7079,TWL,Real Estate,0.025,0.025,0.02,0.025,0.0248,0.0247,0.0251,,0.025,20.0,0.0,0.0,0.0,0.01,2.5,22270000,166109312.0
0260,PTRB,Consumer Defensive,0.31,0.31,0.31,0.31,0.3002,0.3086,0.2967,,0.31,1.37,10.71,0.0,-4.62,-0.0,,0,165856208.0
0107,EDUSPEC,Consumer Defensive,0.115,0.115,0.11,0.11,0.112,0.1122,0.123,,0.11,3.91,0.0,0.0,-8.33,-0.0,,519700,164467216.0
0257,UNIQUE,Industrials,0.395,0.415,0.395,0.41,0.385,0.3929,0.4196,,0.41,2.93,5.13,6.49,0.0,0.02,20.5,24500,164000000.0
0129,SRIDGE,Technology,0.39,0.4,0.385,0.4,0.3785,0.3615,0.2927,,0.4,2.76,6.67,6.67,23.08,0.0,Infinity,5217800,162846128.0
03040,JISHAN,Consumer Cyclical,0.69,0.69,0.69,0.69,0.69,0.69,0.69,,0.69,0.0,0.0,0.0,0.0,0.04,17.25,0,162254192.0
7089,LIIHEN,Consumer Cyclical,0.3,0.31,0.3,0.3,0.3105,0.3115,0.3413,,0.3,2.44,-1.64,-6.25,-1.69,-0.02,2.3076925,333600,161999984.0
0167,MCLEAN,Industrials,0.63,0.69,0.63,0.655,0.595,0.5687,0.5316,,0.655,6.42,8.26,13.91,14.91,0.04,16.375,8467900,161269504.0
5088,APEX,Financial Services,0.755,0.755,0.755,0.755,0.758,0.7808,0.8503,,0.755,3.74,-1.31,-1.31,-9.04,0.23,3.2826085,33000,161240304.0
7198,DPS,Industrials,0.61,0.61,0.59,0.605,0.6075,0.5441,0.4987,,0.605,3.25,-0.82,1.68,16.35,-0.01,,361500,160781072.0
7757,UPA,Industrials,0.68,0.68,0.68,0.68,0.66,0.6484,0.6475,,0.68,1.18,0.0,6.25,6.25,0.02,34.0,430000,157503904.0
5276,DANCO,Industrials,0.355,0.355,0.355,0.355,0.358,0.3561,0.3687,,0.355,0.85,0.0,0.0,-0.79,0.04,8.875,0,157105312.0
0213,MTAG,Industrials,0.23,0.23,0.23,0.23,0.2395,0.2381,0.2591,,0.23,1.58,-4.17,-4.17,0.0,0.01,23.0,211100,155783152.0
0090,ELSOFT,Technology,0.23,0.24,0.23,0.23,0.249,0.249,0.267,,0.23,4.1,-9.8,-8.0,-8.0,0.0,Infinity,128100,155530672.0
9776,RSSB,Consumer Defensive,0.32,0.33,0.32,0.325,0.324,0.3276,0.2735,,0.325,3.24,1.56,0.0,-14.47,-0.03,,408300,155178848.0
6009,P&O,Financial Services,0.54,0.55,0.54,0.55,0.5523,0.5562,0.574,,0.55,1.82,-0.9,-1.79,-3.51,-0.15,,60000,154909456.0
5278,RHONEMA,Healthcare,0.68,0.69,0.66,0.69,0.6868,0.6839,0.6754,,0.69,1.96,-0.72,0.73,-2.82,0.05,13.8,4700,153083168.0
9261,GADANG,Industrials,0.195,0.195,0.19,0.19,0.1832,0.1737,0.2327,,0.19,6.1,-7.32,22.58,-5.0,-0.02,6.3333335,1135600,152164768.0
6181,MALTON,Real Estate,0.26,0.265,0.25,0.265,0.291,0.2853,0.3219,,0.265,1.89,-7.02,-10.17,-5.36,0.03,8.833333,2180800,152041232.0
0119,APPASIA,Technology,0.11,0.11,0.11,0.11,0.1132,0.1156,0.1146,,0.11,1.13,0.0,0.0,-12.0,0.0,Infinity,34000,150942176.0
8176,WAVEFRNT,Technology,0.125,0.135,0.125,0.125,0.125,0.1175,0.1839,,0.125,7.09,-3.85,8.7,4.17,0.02,6.25,893200,150357952.0
7071,OCR,Real Estate,0.045,0.05,0.04,0.045,0.0458,0.0461,0.0435,,0.045,13.68,0.0,0.0,0.0,-0.0,,41499600,150339136.0
7013,HUBLINE,Industrials,0.04,0.04,0.035,0.035,0.0362,0.0416,0.0382,,0.035,15.24,0.0,-12.5,0.0,-0.0,,407500,150126608.0
9431,SJC,Communication Services,0.545,0.55,0.54,0.55,0.5495,0.5363,0.4648,,0.55,2.33,1.85,0.92,9.02,0.06,9.166667,2705600,149540672.0
7217,EMETALL,Basic Materials,0.37,0.37,0.365,0.37,0.338,0.3116,0.2545,,0.37,2.87,0.0,15.63,57.45,-0.16,,357000,148035680.0
7207,SUCCESS,Industrials,0.6,0.62,0.6,0.62,0.6095,0.5948,0.6136,,0.62,2.18,1.64,5.08,5.98,0.09,6.888889,118000,146307408.0
3204,GKENT,Industrials,0.275,0.28,0.275,0.28,0.286,0.2862,0.3175,,0.28,3.26,-3.45,1.82,-6.67,0.02,14.0,28500,145782384.0
3891,MUIIND,Consumer Cyclical,0.045,0.045,0.045,0.045,0.0498,0.0481,0.0541,,0.045,7.89,0.0,-10.0,-10.0,-0.01,,105900,145161776.0
0304,FPHB,Consumer Defensive,0.31,0.32,0.31,0.32,0.3185,0.3397,0.3864,,0.32,1.78,3.23,-3.03,-16.88,0.02,16.0,112100,144397920.0
6149,METROD,Industrials,1.2,1.2,1.2,1.2,1.204,1.1774,1.1918,,1.2,0.17,0.0,0.84,6.19,0.06,20.000002,5000,144000000.0
0023,IFCAMSC,Technology,0.235,0.245,0.235,0.24,0.24,0.2138,0.2484,,0.24,6.91,-4.0,6.67,23.08,0.01,24.0,2139900,143956320.0
7094,EUROSP,Consumer Cyclical,3.2,3.22,3.18,3.22,3.191,3.1734,2.9957,,3.22,0.28,1.26,-2.72,6.98,-0.05,,42200,143037872.0
0040,OPENSYS,Technology,0.31,0.32,0.31,0.32,0.3118,0.3069,0.3065,,0.32,1.94,0.0,4.92,3.08,0.03,10.666667,262400,142988048.0
5115,ALAM,Energy,0.315,0.325,0.31,0.32,0.293,0.2823,0.2337,,0.32,3.38,3.23,16.36,28.0,0.16,2.0,1103000,142584496.0
5111,TWRREIT,Real Estate,0.29,0.29,0.29,0.29,0.2881,0.2758,0.284,,0.29,1.35,-1.69,6.45,-0.53,0.02,14.5,65000,142353744.0
5208,EITA,Industrials,0.475,0.475,0.47,0.47,0.4895,0.4778,0.4926,,0.47,1.2,-4.08,0.0,-6.0,0.02,23.5,27300,141850832.0
7047,FBG,Industrials,0.135,0.135,0.135,0.135,0.1388,0.1359,0.1638,,0.135,2.19,-3.57,0.0,-10.0,-0.0,,631000,141292176.0
7935,MILUX,Consumer Cyclical,0.6,0.6,0.6,0.6,0.6123,0.6211,0.5075,,0.6,1.59,0.0,-6.25,-9.09,0.01,60.000004,10000,141034080.0
2984,FACBIND,Consumer Cyclical,1.68,1.68,1.68,1.68,1.658,1.6462,1.6145,,1.68,0.22,0.0,0.0,1.2,0.04,42.0,0,140923104.0
6203,KHEESAN,Consumer Defensive,0.13,0.13,0.12,0.125,0.1343,0.1274,0.1583,,0.125,7.0,-3.85,-7.41,8.7,0.08,1.5625,6135100,139891232.0
0253,INFOTEC,Technology,0.365,0.38,0.355,0.38,0.3532,0.3604,0.3959,,0.38,3.05,8.57,11.76,1.33,0.05,7.6,532900,137996048.0
03037,"03037.KL,0P0001KDRD,0",,0.22,0.22,0.22,0.22,0.22,0.22,0.22,,0.22,0.0,0.0,0.0,0.0,,11.0,0,137730992.0
3913,MUIPROP,Real Estate,0.185,0.185,0.185,0.185,0.193,0.1923,0.2291,,0.185,1.84,-5.13,-5.13,-7.5,0.15,1.2333333,40100,137069200.0
0272,TTVHB,Technology,0.28,0.3,0.275,0.285,0.2785,0.2169,0.2812,,0.285,14.29,-5.0,46.15,83.87,-0.04,,5798800,136688560.0
03032,ASTRA,Consumer Defensive,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.0,0.0,0.0,0.0,0.03,16.666668,0,136081648.0
0228,HPPHB,Consumer Cyclical,0.305,0.35,0.305,0.35,0.2833,0.2812,0.3014,,0.35,7.09,16.67,27.23,0.35,0.01,35.0,250000,136038096.0
0008,WILLOW,Technology,0.28,0.285,0.275,0.28,0.281,0.2761,0.2621,,0.28,1.62,-3.45,0.0,13.36,0.02,14.0,610800,135726192.0
5316,MSTGOLF,Consumer Cyclical,0.165,0.165,0.165,0.165,0.1633,0.1646,0.1871,,0.165,1.26,0.0,3.13,-10.81,-0.01,,0,135443328.0
0290,PANDA,Technology,0.195,0.195,0.195,0.195,0.2087,0.201,0.2307,,0.195,4.79,-4.88,-9.3,-4.88,0.01,19.5,354100,134676672.0
7528,DKLS,Industrials,1.45,1.45,1.45,1.45,1.452,1.4992,1.6597,,1.45,0.31,0.0,1.4,-9.94,0.23,6.304348,0,134414432.0
5371,KIMHIN,Basic Materials,0.945,0.945,0.945,0.945,0.9085,0.8921,0.8358,,0.945,0.92,0.0,0.0,11.83,-0.18,,0,132525968.0
5054,TRC,Industrials,0.28,0.28,0.275,0.28,0.2905,0.2942,0.3309,,0.28,1.13,-1.75,-5.08,-9.68,0.03,9.333334,218300,131960840.0
6904,SUBUR,Basic Materials,0.65,0.695,0.65,0.695,0.7097,0.6928,0.6575,,0.695,1.0,3.73,-2.8,13.93,0.02,34.75,4000,130982760.0
5295,INNATURE,Consumer Cyclical,0.185,0.19,0.185,0.185,0.1833,0.1808,0.1734,,0.185,1.79,0.0,5.71,5.41,0.01,18.5,100100,130588072.0
5090,MEDIAC,Communication Services,0.08,0.08,0.08,0.08,0.0812,0.0809,0.0921,,0.08,2.85,-5.88,0.0,-5.88,-0.03,-3.4188035,7800,129721712.0
0207,MESTRON,Industrials,0.13,0.135,0.13,0.13,0.1383,0.1394,0.178,,0.13,3.71,-3.7,-3.7,-7.14,0.0,Infinity,9843500,129125512.0
7773,EPMB,Consumer Cyclical,0.45,0.45,0.445,0.45,0.4782,0.4631,0.4404,,0.45,3.31,-2.17,-6.25,2.27,0.03,15.0,118100,128865512.0
0300,SBH,Consumer Defensive,0.145,0.145,0.14,0.145,0.1488,0.157,0.1836,,0.145,2.09,0.0,-6.45,-17.14,-0.0,,198900,128760000.0
8303,LOTUS,Consumer Defensive,0.095,0.11,0.095,0.1,0.0923,0.0948,0.1075,,0.1,3.32,11.11,11.11,-4.76,0.0,Infinity,6375200,128331072.0
5232,LEONFB,Basic Materials,0.38,0.38,0.375,0.375,0.378,0.3729,0.373,,0.375,0.47,0.0,-2.6,2.74,0.03,12.5,70000,127875000.0
0269,DSS,Consumer Cyclical,0.255,0.265,0.255,0.265,0.255,0.2529,0.2467,,0.265,2.59,6.0,3.92,8.16,0.02,13.25,165800,127199992.0
9377,FSBM,Technology,0.22,0.225,0.215,0.225,0.2245,0.2188,0.2082,,0.225,2.16,2.27,0.0,0.0,-0.03,,7472200,126302528.0
0039,GFM,Industrials,0.17,0.17,0.165,0.165,0.162,0.1586,0.1743,,0.165,5.05,-2.94,10.0,7.8,0.02,8.250001,950400,125325920.0
0202,RGTECH,Technology,0.225,0.225,0.225,0.225,0.225,0.2257,0.2451,,0.225,2.01,0.0,-4.26,-6.25,0.02,11.25,0,124988168.0
5673,JSB,Industrials,0.275,0.275,0.275,0.275,0.2872,0.2916,0.3303,,0.275,1.95,0.0,-6.78,-5.17,-0.07,,2000,124777272.0
7169,DOMINAN,Basic Materials,0.73,0.755,0.73,0.755,0.7612,0.7623,0.7694,,0.755,1.33,0.67,-3.82,-1.94,0.11,6.8636365,4500,124756360.0
7854,TIMWELL,Basic Materials,1.36,1.38,1.36,1.38,1.4075,1.2159,0.7134,,1.38,2.51,-1.43,10.4,54.19,-0.02,,88100,122889936.0
1538,SYMLIFE,Real Estate,0.17,0.18,0.17,0.18,0.1855,0.1895,0.1881,,0.18,2.81,0.0,-5.26,2.86,0.01,18.000002,27100,121891696.0
0267,ECA,Industrials,0.215,0.225,0.21,0.21,0.1983,0.1784,0.1781,,0.21,6.4,2.44,23.53,40.0,-0.0,,1768000,121598488.0
6998,BINTAI,Industrials,0.075,0.075,0.07,0.075,0.0785,0.0854,0.0775,,0.075,6.72,-6.25,-6.25,-25.0,-0.02,,3099600,121488072.0
9628,LEBTECH,Industrials,0.89,0.89,0.89,0.89,0.9027,0.9041,0.8805,,0.89,0.0,-1.66,-1.66,-1.66,-0.0,,0,121470472.0
0209,AIMFLEX,Industrials,0.085,0.09,0.08,0.085,0.0812,0.0782,0.0839,,0.085,6.38,0.0,6.25,6.25,0.01,8.5,4542100,120991440.0
6912,PASDEC,Real Estate,0.295,0.305,0.295,0.3,0.2967,0.2869,0.2885,,0.3,3.17,-1.64,1.69,5.26,0.02,15.000001,100000,120110768.0
03027,MMIS,Industrials,0.2,0.2,0.2,0.2,0.2,0.2,0.1983,,0.2,0.0,0.0,0.0,0.0,0.01,20.0,0,120000000.0
7722,ASIABRN,Consumer Cyclical,0.51,0.51,0.51,0.51,0.512,0.5174,0.5087,,0.51,2.02,0.0,6.25,-0.97,0.0,Infinity,0,118650272.0
0173,CATCHA,Communication Services,0.265,0.265,0.25,0.26,0.2672,0.259,0.2762,,0.26,3.41,0.0,-3.7,1.96,0.01,26.0,170500,118268176.0
0256,UMC,Healthcare,0.3,0.315,0.3,0.315,0.3132,0.3064,0.3491,,0.315,2.77,-1.56,1.61,8.62,0.02,15.75,89100,117781656.0
7199,KEINHIN,Industrials,1.06,1.08,1.03,1.08,1.1225,1.1832,1.2239,,1.08,3.73,-1.82,-8.47,-14.96,0.14,7.714286,17100,117612008.0
0258,AGMO,Technology,0.345,0.37,0.345,0.35,0.3718,0.3419,0.378,,0.35,5.66,-7.89,2.94,14.75,0.03,11.666667,1620100,113750000.0
0126,MICROLN,Technology,0.075,0.075,0.07,0.07,0.0788,0.0785,0.0914,,0.07,4.72,-12.5,-12.5,-17.65,-0.09,,975800,112601592.0
9695,PLS,Consumer Defensive,0.245,0.255,0.245,0.255,0.2665,0.2862,0.3313,,0.255,2.39,-1.92,-5.56,-17.74,0.78,0.32692307,417400,112103504.0
7412,SHH,Consumer Cyclical,1.12,1.12,1.12,1.12,1.14,1.1456,1.1775,,1.12,0.68,0.0,-1.75,-0.88,-0.05,,10000,111994400.0
7374,TIENWAH,Industrials,0.77,0.77,0.77,0.77,0.779,0.7674,0.7894,,0.77,0.62,3.36,0.0,-3.75,0.04,19.25,0,111451720.0
3158,YNHPROP,Real Estate,0.21,0.21,0.21,0.21,0.2235,0.229,0.2673,,0.21,2.16,-2.33,-4.55,-6.67,-0.27,,269800,110982280.0
0136,GREENYB,Consumer Defensive,0.195,0.2,0.19,0.2,0.1858,0.1854,0.1827,,0.2,1.11,8.11,8.11,14.29,-0.01,,219100,110847440.0
3514,MARCO,Technology,0.105,0.105,0.105,0.105,0.1037,0.1026,0.1045,,0.105,1.48,0.0,5.0,5.0,0.05,2.1,224800,110702216.0
5614,NHB,Utilities,0.55,0.585,0.55,0.585,0.5655,0.5664,0.6028,,0.585,1.98,0.86,0.0,0.86,0.07,8.357142,7800,110506680.0
0035,HEXCAP,Technology,0.19,0.19,0.185,0.19,0.2035,0.2029,0.2134,,0.19,3.47,0.0,-13.64,-9.52,0.01,19.0,461700,110400112.0
03045,"03045.KL,0P0001MRU4,0",,0.275,0.275,0.275,0.275,0.275,0.275,0.275,,0.275,0.0,0.0,0.0,0.0,,,0,110000000.0
5101,EVERGRN,Consumer Cyclical,0.125,0.13,0.125,0.13,0.1332,0.1206,0.1521,,0.13,3.61,4.0,0.0,0.0,-0.05,Infinity,48000,109806680.0
0065,EFORCE,Technology,0.18,0.18,0.18,0.18,0.1733,0.1671,0.1988,,0.18,3.32,0.0,12.5,5.88,0.01,18.000002,100,109778120.0
9113,ICONIC,Healthcare,0.06,0.065,0.06,0.065,0.065,0.0661,0.0687,,0.065,6.54,0.0,0.0,-7.14,-0.0,,8000,109658896.0
0283,DCHCARE,Healthcare,0.11,0.11,0.11,0.11,0.112,0.1126,0.1227,,0.11,1.85,-4.35,0.0,-8.33,0.0,Infinity,588500,109593000.0
4464,PHB,Real Estate,0.005,0.01,0.005,0.01,0.0062,0.0064,0.0063,,0.01,45.0,100.0,100.0,100.0,-0.0,,6692900,108211768.0
03046,DYNAFNT,Technology,1.0,1.0,1.0,1.0,1.0,1.0,0.9995,,1.0,0.0,0.0,0.0,0.0,0.02,50.0,0,108000000.0
5195,CENSOF,Technology,0.195,0.2,0.195,0.195,0.1915,0.1814,0.1987,,0.195,5.12,-2.5,5.41,11.43,0.01,19.5,1238000,107694912.0
0026,NOVAMSC,Technology,0.05,0.055,0.05,0.05,0.054,0.0505,0.0532,,0.05,9.32,-9.09,-9.09,0.0,-0.0,,243300,107661944.0
0175,HHRG,Consumer Defensive,0.095,0.105,0.095,0.095,0.0835,0.0688,0.0778,,0.095,14.59,-5.0,46.15,35.71,0.01,9.5,29755200,107330992.0
0176,KRONO,Technology,0.115,0.125,0.115,0.12,0.1125,0.1071,0.166,,0.12,11.24,4.35,26.32,4.35,-0.32,,4528500,106849592.0
0201,NOVA,Consumer Defensive,0.33,0.34,0.33,0.335,0.3473,0.3506,0.3471,,0.335,1.83,-1.47,-4.29,-2.62,0.03,11.166667,57000,106771136.0
7140,OKA,Basic Materials,0.435,0.435,0.435,0.435,0.4332,0.4219,0.4352,,0.435,0.99,1.16,1.64,4.0,0.04,10.875,37800,106746976.0
9873,PRESTAR,Basic Materials,0.3,0.3,0.29,0.3,0.3113,0.3087,0.3067,,0.3,1.3,-3.23,-6.25,-0.83,0.07,4.2857146,577500,106694768.0
5281,ADVCON,Industrials,0.19,0.195,0.19,0.19,0.1917,0.1906,0.201,,0.19,2.8,-2.56,0.0,-2.56,0.01,19.0,205000,106612304.0
8613,ENRA,Industrials,0.63,0.63,0.63,0.63,0.641,0.6052,0.598,,0.63,0.88,1.61,-1.56,20.0,0.07,9.0,0,106098512.0
7043,XIN,Basic Materials,0.185,0.185,0.185,0.185,0.185,0.1853,0.206,,0.185,0.56,0.0,0.0,-2.63,-0.01,,5000,105318136.0
9121,KPSCB,Industrials,0.645,0.645,0.645,0.645,0.6577,0.6272,0.6543,,0.645,0.8,0.0,-4.44,4.88,0.14,4.607143,10000,104883352.0
0219,RL,Energy,0.275,0.28,0.27,0.28,0.2665,0.2708,0.2252,,0.28,3.14,3.7,5.66,19.15,-0.2,,5781500,103435184.0
7139,NICE,Industrials,0.09,0.09,0.085,0.09,0.0888,0.0889,0.1031,,0.09,5.86,0.0,5.88,-5.26,-0.01,,227000,103408432.0
5257,CARIMIN,Energy,0.455,0.455,0.445,0.445,0.449,0.4456,0.5226,,0.445,2.77,-3.26,-2.2,-14.42,0.05,8.9,93300,103230072.0
0289,PLYTEC,Basic Materials,0.165,0.17,0.165,0.17,0.169,0.1599,0.1789,,0.17,5.24,-5.56,0.0,30.77,-0.01,,56200,103030304.0
5797,CHOOBEE,Basic Materials,0.525,0.525,0.525,0.525,0.5235,0.5097,0.5418,,0.525,1.56,2.94,2.94,0.0,-0.01,,0,102949032.0
6602,BCB,Real Estate,0.255,0.255,0.245,0.255,0.248,0.2506,0.2604,,0.255,1.55,6.25,-1.92,15.91,0.05,5.1,2600,102922328.0
5068,LUSTER,Industrials,0.03,0.035,0.03,0.035,0.0327,0.0367,0.0423,,0.035,16.5,16.67,0.0,-22.22,-0.01,,1186100,102822672.0
7235,SUPERLN,Industrials,0.65,0.65,0.65,0.65,0.641,0.6293,0.6862,,0.65,3.33,-0.76,5.69,-2.89,0.07,9.285714,0,102802592.0
7120,AXTERIA,Real Estate,0.14,0.14,0.13,0.13,0.1423,0.1287,0.1044,,0.13,7.02,-3.7,-18.75,30.0,0.01,13.0,217600,102497592.0
5009,WTHORSE,Basic Materials,0.465,0.485,0.455,0.465,0.4837,0.49,0.6513,,0.465,1.84,-5.1,-5.1,-15.45,-0.03,,44500,102424808.0
03036,RPLANET,Technology,0.15,0.15,0.15,0.15,0.15,0.153,0.2591,,0.15,0.0,0.0,0.0,-49.71,0.02,15.000001,0,102195160.0
6815,EUPE,Real Estate,0.72,0.725,0.7,0.7,0.7632,0.7923,0.8922,,0.7,1.47,-5.41,-11.39,-21.79,0.17,4.117647,635600,102185864.0
0053,OSKVI,Financial Services,0.52,0.52,0.52,0.52,0.5418,0.5235,0.5524,,0.52,0.97,-3.7,-3.7,-2.8,0.07,7.428571,2800,102151432.0
2143,ECM,Consumer Cyclical,0.205,0.205,0.205,0.205,0.2055,0.1995,0.1921,,0.205,2.74,-8.89,-6.82,5.13,0.01,20.5,0,101535232.0
0106,OMAI,Technology,0.585,0.585,0.585,0.585,0.5757,0.5769,0.5677,,0.585,1.06,-2.5,5.41,-6.4,0.06,9.75,0,101331264.0
0111,K1,Technology,0.115,0.12,0.115,0.12,0.1192,0.1137,0.1241,,0.12,6.56,-4.0,14.29,4.35,0.0,Infinity,212100,99840824.0
8591,CRESBLD,Industrials,0.475,0.475,0.475,0.475,0.4737,0.4798,0.5011,,0.475,0.64,1.06,0.0,-2.06,0.07,6.785714,5000,99801088.0
9237,SCIB,Basic Materials,0.135,0.135,0.13,0.135,0.1325,0.1287,0.1581,,0.135,5.35,12.5,0.0,17.39,0.01,13.500001,2741200,99519872.0
9199,LYSAGHT,Basic Materials,2.4,2.4,2.38,2.38,2.413,2.368,2.4047,,2.38,0.1,-1.24,-3.64,3.03,0.22,10.818182,6000,98960408.0
03012,BABA,Consumer Cyclical,0.44,0.44,0.44,0.44,0.44,0.44,0.4391,,0.44,0.0,0.0,0.0,0.0,0.01,44.0,0,98876808.0
0117,SMRT,Consumer Defensive,0.215,0.23,0.215,0.215,0.2208,0.1813,0.4601,,0.215,11.76,-2.27,30.3,86.96,0.05,4.3,15536000,97901392.0
9962,GMUTUAL,Real Estate,0.26,0.26,0.26,0.26,0.2525,0.2482,0.2849,,0.26,1.41,0.0,8.33,0.0,0.1,2.6,0,97658072.0
0279,SYNERGY,Consumer Cyclical,0.195,0.195,0.19,0.195,0.206,0.2144,0.3055,,0.195,2.86,-2.5,-9.3,-20.41,-0.01,,75100,97500000.0
7200,TEKSENG,Consumer Cyclical,0.265,0.265,0.26,0.265,0.2477,0.2207,0.2258,,0.265,2.45,-1.85,17.78,20.45,0.03,8.833333,355500,95577048.0
2259,TALAMT,Real Estate,0.08,0.08,0.08,0.08,0.0778,0.0785,0.1066,,0.08,4.99,6.67,0.0,-11.11,-0.03,,60500,94555840.0
0051,CUSCAPI,Technology,0.095,0.1,0.095,0.1,0.0993,0.0887,0.1161,,0.1,7.51,0.0,5.26,17.65,0.0,Infinity,483700,94488448.0
0227,EFRAME,Industrials,0.25,0.25,0.25,0.25,0.266,0.2846,0.3495,,0.25,3.53,-1.96,-10.71,-20.63,0.0,Infinity,501100,94186384.0
5021,AYS,Basic Materials,0.22,0.225,0.21,0.225,0.2175,0.2138,0.2348,,0.225,3.23,4.65,4.65,12.5,0.01,22.5,33000,94153192.0
5070,PRTASCO,Industrials,0.2,0.2,0.19,0.195,0.2155,0.2049,0.2286,,0.195,2.59,-7.14,-7.14,-9.3,0.14,1.3928571,6948900,93938408.0
0241,TAGHILL,Industrials,0.06,0.06,0.055,0.06,0.0592,0.0593,0.0625,,0.06,4.43,0.0,0.0,0.0,0.0,Infinity,193600,93369496.0
5576,MINHO,Basic Materials,0.26,0.26,0.26,0.26,0.256,0.2601,0.2712,,0.26,1.18,4.0,0.0,-1.89,0.02,13.0,20000,92748272.0
8648,JASKITA,Industrials,0.2,0.205,0.2,0.205,0.2132,0.2103,0.2339,,0.205,1.74,-2.38,-6.82,5.13,0.07,2.9285715,144000,92157752.0
9946,ETA,Consumer Defensive,0.125,0.14,0.125,0.14,0.1345,0.1417,0.1635,,0.14,2.88,0.0,3.7,-6.67,0.01,14.0,400300,92073880.0
4316,SHCHAN,Consumer Defensive,0.22,0.22,0.22,0.22,0.2342,0.2289,0.2284,,0.22,3.08,-6.38,-10.2,4.76,0.02,11.0,0,91999024.0
8702,TEXCHEM,Industrials,0.78,0.785,0.78,0.785,0.7773,0.7669,0.7699,,0.785,0.95,0.0,6.08,8.28,0.04,19.625002,19300,91563296.0
0007,PUC,Communication Services,0.03,0.03,0.03,0.03,0.021,0.0174,0.0193,,0.03,19.33,0.0,50.0,100.0,0.01,3.0,10630600,91440320.0
5037,COMPUGT,Technology,0.015,0.015,0.015,0.015,0.0155,0.0152,0.0149,,0.015,10.0,0.0,0.0,0.0,-0.0,,0,90756120.0
0153,OVERSEA,Consumer Cyclical,0.04,0.04,0.04,0.04,0.0402,0.0417,0.038,,0.04,1.34,0.0,0.0,14.29,-0.0,,0,90721592.0
7247,SCGM,Financial Services,0.465,0.47,0.46,0.47,0.499,0.4842,0.5108,,0.47,1.94,0.0,-6.93,-4.08,0.0,Infinity,125500,90503688.0
7765,RAPID,Industrials,0.83,0.845,0.83,0.845,0.815,0.7685,0.6918,,0.845,2.04,1.81,8.33,26.12,0.27,3.1296296,502900,90327552.0
0220,OVH,Energy,0.205,0.21,0.195,0.21,0.2135,0.1906,0.159,,0.21,5.0,-2.33,5.0,16.67,-0.0,,575500,90287376.0
