Code,Name,Sector,Open,High,Low,Close,SMA20,SMA50,SMA200,Shariah,Price,ADR%,Perf 5D%,Perf 1M%,Perf 3M%,EPS,P/E,Volume,Mkt Cap
2054,TDM,Consumer Defensive,0.205,0.205,0.2,0.205,0.2225,0.2198,0.1901,,0.205,3.52,-2.38,-14.58,20.59,0.02,10.25,1100500,353190592.0
7121,XL,Consumer Defensive,0.71,0.71,0.705,0.71,0.7052,0.6813,0.6564,,0.71,1.85,1.43,4.41,4.41,0.02,35.5,4868900,348214048.0
5191,TAMBUN,Real Estate,0.78,0.78,0.78,0.78,0.798,0.7869,0.7923,,0.78,1.27,-1.27,-2.5,1.96,0.09,8.666666,20000,342663264.0
0310,UUE,Industrials,0.385,0.385,0.37,0.375,0.4088,0.4017,0.4939,,0.375,3.62,-5.06,-11.76,-10.71,0.01,37.5,2976300,342164256.0
0012,3A,Consumer Defensive,0.705,0.705,0.7,0.7,0.6873,0.6825,0.6944,,0.7,1.56,0.0,4.48,2.19,0.09,7.777777,34900,340200000.0
6399,ASTRO,Communication Services,0.06,0.065,0.06,0.065,0.061,0.0677,0.1023,,0.065,12.33,8.33,-7.14,-7.14,0.01,6.5,3256000,339679648.0
5310,KITACON,Real Estate,0.665,0.675,0.66,0.675,0.6775,0.6905,0.7013,,0.675,1.5,0.75,-2.17,-2.19,0.1,6.75,17700,337729504.0
5303,SWIFT,Industrials,0.41,0.41,0.4,0.4,0.4433,0.4197,0.3936,,0.4,3.64,-5.88,-10.11,-0.4,0.03,13.333334,175100,336157792.0
0291,CHB,Industrials,0.9,0.935,0.9,0.9,0.878,0.7567,0.8581,,0.9,4.37,-4.26,9.09,17.65,0.06,15.0,172000,334565088.0
0248,YEWLEE,Industrials,0.575,0.575,0.565,0.57,0.5645,0.5477,0.4607,,0.57,1.61,1.79,2.7,16.33,0.0,Infinity,9201400,333170848.0
0157,FOCUSP,Healthcare,0.55,0.55,0.54,0.54,0.526,0.5034,0.4979,,0.54,1.88,0.93,5.88,10.8,0.06,9.000001,622100,332072800.0
5130,ATRIUM,Real Estate,1.26,1.26,1.25,1.25,1.2502,1.2463,1.2793,,1.25,0.8,0.0,1.15,-7.64,0.06,20.833334,56300,331938368.0
7082,M&A,Financial Services,0.165,0.165,0.165,0.165,0.1743,0.1823,0.2292,,0.165,2.31,0.0,-8.33,-13.16,0.01,16.500002,216300,329962784.0
7210,FM,Industrials,0.59,0.59,0.585,0.59,0.593,0.587,0.5707,,0.59,1.15,-0.84,-0.84,1.66,0.06,9.833333,318800,329482432.0
2135,GOPENG,Consumer Defensive,0.81,0.81,0.81,0.81,0.8208,0.7912,0.7558,,0.81,3.72,-2.41,1.25,-6.9,-0.02,,32100,326827008.0
5113,RSAWIT,Consumer Defensive,0.165,0.165,0.16,0.16,0.1665,0.1743,0.1852,,0.16,1.97,-3.03,-5.88,-8.57,0.0,Infinity,138000,326675584.0
0095,MAG,Consumer Defensive,0.165,0.175,0.165,0.17,0.1617,0.1644,0.1704,,0.17,3.65,6.25,3.03,-2.86,0.03,5.666667,11779500,323432544.0
4405,TCHONG,Consumer Cyclical,0.495,0.5,0.485,0.495,0.5293,0.5167,0.5951,,0.495,4.05,-1.0,-14.66,-2.94,-0.3,-2.6246023,305800,322555360.0
5049,CVIEW,Real Estate,3.16,3.18,3.16,3.18,3.1281,3.0166,2.6909,,3.18,1.61,2.58,3.13,8.2,0.73,4.3561645,34500,318000000.0
5147,SAMCHEM,Basic Materials,0.575,0.575,0.54,0.575,0.528,0.4505,0.3658,,0.575,3.98,-2.54,26.37,86.57,0.05,11.5,2318600,312800000.0
5140,TASCO,Industrials,0.4,0.4,0.39,0.39,0.4103,0.3936,0.4459,,0.39,3.01,-3.7,-6.54,-4.34,0.05,7.7999997,246300,312000000.0
5026,MHC,Consumer Defensive,1.57,1.58,1.57,1.58,1.5645,1.555,1.2546,,1.58,1.74,-0.63,1.94,6.45,0.26,6.0769234,31900,310539488.0
03051,AORB,Consumer Defensive,3.1,3.1,3.1,3.1,3.1,3.1,3.1484,,3.1,0.0,0.0,0.0,0.0,0.01,310.0,0,310000000.0
5105,CANONE,Consumer Defensive,1.59,1.6,1.59,1.6,1.518,1.509,1.7132,,1.6,1.44,3.9,8.11,-3.61,-0.12,,34300,307444800.0
5843,KPS,Industrials,0.565,0.57,0.565,0.57,0.578,0.5631,0.5958,,0.57,1.09,-0.87,0.0,-0.87,0.06,9.5,72100,306309664.0
5121,HEKTAR,Real Estate,0.44,0.44,0.43,0.43,0.4353,0.4366,0.4337,,0.43,1.04,-2.27,0.0,1.18,0.03,14.333334,3267200,304993280.0
0287,SSF,Consumer Cyclical,0.38,0.38,0.38,0.38,0.3837,0.3874,0.394,,0.38,0.72,-1.3,-1.3,-5.0,0.01,38.0,0,304000000.0
4286,SEAL,Real Estate,0.68,0.68,0.675,0.675,0.6853,0.662,0.6895,,0.675,1.62,0.0,-1.46,8.87,0.04,16.875,31000,303320608.0
7133,ULICORP,Industrials,1.41,1.41,1.38,1.39,1.472,1.4286,1.4942,,1.39,2.04,-5.44,-2.8,-2.11,0.19,7.3157897,463700,302741984.0
0037,RGB,Consumer Cyclical,0.195,0.195,0.19,0.195,0.2105,0.2154,0.2351,N,0.195,3.81,-4.88,-11.36,-14.83,0.02,9.75,3428300,300466272.0
0307,KENERGY,Industrials,0.555,0.575,0.545,0.545,0.5382,0.5099,0.5907,,0.545,4.8,7.92,4.81,25.29,0.04,13.625001,2527800,299750016.0
7178,YSPSAH,Healthcare,2.11,2.11,2.1,2.11,2.108,2.0878,2.0808,,2.11,0.31,0.0,1.44,0.96,0.17,12.411764,2800,299292928.0
9466,KKB,Industrials,1.05,1.05,0.98,1.03,1.1352,1.1467,1.1713,,1.03,1.01,-8.03,-11.1,-10.35,0.04,25.75,33200,297388832.0
03024,CETECH,Basic Materials,0.85,0.85,0.85,0.85,0.826,0.8043,0.7625,,0.85,0.0,0.0,7.59,13.41,0.03,28.333334,0,294195200.0
5269,ALSREIT,Real Estate,0.49,0.51,0.49,0.5,0.462,0.4621,0.4546,,0.5,2.3,11.11,11.11,7.53,0.03,16.666668,24600,290000000.0
0263,BETA,Consumer Cyclical,0.635,0.635,0.62,0.635,0.6075,0.5857,0.4913,,0.635,2.65,2.42,10.43,23.3,0.07,9.071428,281800,289651680.0
0222,OPTIMAX,Healthcare,0.52,0.53,0.52,0.53,0.5478,0.5391,0.5808,,0.53,1.94,-2.75,-5.36,-5.96,0.02,26.5,13100,287952576.0
0060,HM,Technology,0.135,0.14,0.135,0.14,0.1398,0.1393,0.1456,,0.14,3.9,0.0,0.0,-3.45,0.01,14.0,313900,287902048.0
0298,WENTEL,Industrials,0.24,0.255,0.235,0.25,0.2665,0.2529,0.2852,,0.25,6.37,-9.09,4.17,2.04,0.02,12.5,3512000,287500000.0
8117,PGF,Basic Materials,1.52,1.52,1.47,1.48,1.5755,1.6758,1.757,,1.48,1.96,-6.33,-7.5,-19.57,0.12,12.333334,296000,287205184.0
0236,RAMSSOL,Technology,0.705,0.705,0.69,0.705,0.7218,0.7786,0.9117,,0.705,3.04,-1.4,-3.42,-15.06,0.05,14.099999,5696000,284932288.0
7216,KAWAN,Consumer Defensive,0.855,0.87,0.84,0.84,0.857,0.8405,0.9404,,0.84,1.69,-3.45,0.0,2.44,0.01,84.0,28500,284218624.0
5239,TITIJYA,Real Estate,0.215,0.215,0.21,0.215,0.2148,0.21,0.2208,,0.215,1.54,0.0,0.0,2.38,0.01,21.5,140700,283110176.0
5077,MAYBULK,Industrials,0.32,0.35,0.32,0.33,0.3575,0.3608,0.3311,,0.33,3.14,-6.52,-10.16,-1.17,-0.04,,385600,279596416.0
0089,TEXCYCL,Industrials,1.05,1.05,1.05,1.05,1.053,1.0666,1.0635,,1.05,0.53,0.0,-1.87,-5.41,0.09,11.666666,13500,278558784.0
0266,LEFORM,Basic Materials,0.165,0.17,0.165,0.17,0.1695,0.1686,0.1634,,0.17,2.95,0.0,0.0,-2.86,-0.0,,443500,276949408.0
0206,NADIBHD,Real Estate,0.35,0.37,0.35,0.365,0.3457,0.3651,0.3839,,0.365,2.5,5.8,4.29,-12.74,0.1,3.65,3125100,274844992.0
5311,CEB,Technology,0.265,0.275,0.265,0.275,0.2832,0.2931,0.2919,,0.275,3.48,0.0,-6.78,-3.51,-0.06,6.8750005,3420000,272800000.0
7107,OFI,Consumer Defensive,1.12,1.12,1.12,1.12,1.151,1.177,1.2868,,1.12,1.32,0.9,-4.27,-8.94,0.1,11.2,3000,268800000.0
3743,SUNSURIA,Real Estate,0.295,0.3,0.295,0.3,0.3067,0.3038,0.3766,,0.3,1.81,-4.76,1.69,-11.76,0.03,10.000001,50000,268775200.0
0235,NESTCON,Industrials,0.36,0.36,0.325,0.345,0.3535,0.3433,0.321,,0.345,3.35,-1.43,0.0,9.52,0.02,17.25,66700,268763264.0
8133,BHIC,Industrials,0.475,0.475,0.47,0.475,0.4742,0.4665,0.3429,,0.475,0.8,0.0,0.0,4.4,0.01,47.5,287200,268032784.0
5932,BPURI,Industrials,0.295,0.3,0.29,0.3,0.2967,0.2979,0.3147,,0.3,2.75,0.0,0.0,0.0,0.0,Infinity,26795400,267885648.0
9172,FPI,Technology,0.985,0.995,0.97,0.995,0.9968,1.001,0.9487,,0.995,1.34,0.51,-0.5,-7.72,0.14,7.107143,1026500,267038768.0
7163,PJBUMI,Industrials,3.15,3.3,3.15,3.24,3.3295,3.0626,2.2076,,3.24,3.43,-3.57,-1.82,54.29,-0.02,,454600,265680000.0
5078,M&G,Energy,0.33,0.33,0.325,0.33,0.3073,0.2447,0.1897,,0.33,4.09,1.54,20.0,73.68,0.02,16.500002,4126700,264289984.0
7248,SLP,Consumer Cyclical,0.83,0.83,0.83,0.83,0.8317,0.8008,0.7903,,0.83,1.12,-0.6,-1.19,9.55,0.02,41.5,1000,263076800.0
0297,TSA,Basic Materials,0.83,0.85,0.82,0.85,0.8558,0.8483,0.7716,,0.85,1.56,0.59,-1.16,1.8,0.04,21.250002,28400,262905008.0
3883,MUDA,Basic Materials,0.86,0.86,0.86,0.86,0.8757,0.8505,0.8225,,0.86,1.15,0.0,-9.47,10.26,-0.16,,0,262343728.0
5182,AVALAND,Real Estate,0.18,0.18,0.18,0.18,0.1825,0.1821,0.2154,,0.18,3.21,-2.7,-5.26,-2.7,0.01,18.000002,18000,262259200.0
0127,JHM,Technology,0.415,0.435,0.415,0.43,0.3683,0.3346,0.3576,,0.43,5.77,13.16,28.36,40.98,-0.02,12.391932,2708500,260580000.0
7192,GIIB,Basic Materials,0.395,0.4,0.385,0.4,0.276,0.1533,0.091,,0.4,13.9,1.27,263.64,515.38,-0.02,,29733500,260169248.0
0246,CNERGEN,Industrials,0.505,0.53,0.505,0.515,0.4623,0.4125,0.4254,,0.515,6.14,-3.74,27.16,22.62,0.0,Infinity,779200,256470000.0
8567,SALCON,Industrials,0.225,0.225,0.22,0.225,0.2313,0.2304,0.2433,,0.225,1.43,-2.17,-2.17,-2.17,-0.0,,457200,255434848.0
0104,GENETEC,Industrials,0.315,0.345,0.315,0.33,0.2903,0.2381,0.3599,,0.33,13.35,8.2,46.67,112.9,-0.22,6.3037252,40243200,255130272.0
7230,TOMEI,Consumer Cyclical,1.88,1.88,1.84,1.84,1.8448,1.8508,1.8474,,1.84,1.65,-0.53,0.55,-8.37,0.75,2.4533334,34000,255024000.0
5305,SENHENG,Consumer Cyclical,0.17,0.17,0.17,0.17,0.1775,0.1799,0.1804,,0.17,2.28,-2.86,-5.56,-14.14,0.0,Infinity,118400,255000000.0
7250,UZMA,Energy,0.415,0.435,0.405,0.425,0.436,0.419,0.4327,,0.425,3.91,-1.16,-5.56,-5.56,0.09,4.7222223,6496400,253010512.0
4995,VERSATL,Consumer Cyclical,0.9,0.9,0.9,0.9,0.9312,0.8967,0.8668,,0.9,1.18,-1.1,-1.64,-5.26,0.02,45.0,12000,252088848.0
0024,JAG,Industrials,0.36,0.365,0.355,0.36,0.3658,0.3502,0.3061,,0.36,2.57,-1.37,1.41,10.77,0.0,Infinity,10347500,251988544.0
7595,MGB,Industrials,0.425,0.425,0.42,0.425,0.4402,0.4302,0.4384,,0.425,1.78,-4.49,-2.3,1.79,0.09,4.7222223,105900,251352928.0
3948,DUTALND,Consumer Defensive,0.3,0.31,0.295,0.31,0.3,0.2956,0.2818,,0.31,1.69,3.33,3.33,12.73,-0.01,,11000,250870000.0
5159,YOCB,Consumer Cyclical,1.51,1.58,1.51,1.58,1.502,1.5086,1.5505,,1.58,1.3,5.33,5.33,-1.25,0.14,11.285714,56000,250671280.0
7129,ASIAFLE,Industrials,1.28,1.32,1.28,1.32,1.3245,1.313,1.3432,,1.32,0.81,3.13,-2.94,0.76,-0.22,,13000,249952000.0
5166,CYBERE,Consumer Defensive,1.45,1.45,1.44,1.45,1.4725,1.466,1.0645,,1.45,1.72,0.0,0.0,18.85,0.18,8.055555,59100,249631792.0
5020,GLOMAC,Real Estate,0.325,0.325,0.325,0.325,0.3305,0.3416,0.3261,,0.325,1.62,0.0,-4.41,-8.45,0.01,32.5,0,249435664.0
0032,REDTONE,Communication Services,0.32,0.32,0.32,0.32,0.3357,0.3202,0.4046,,0.32,3.25,0.0,-4.48,-1.54,0.0,Infinity,34800,247344592.0
0186,PTRANS,Industrials,0.195,0.2,0.19,0.2,0.224,0.2298,0.3593,,0.2,4.16,-6.98,-17.53,-14.02,0.06,3.3333335,8756500,247291472.0
5205,SENDAI,Industrials,0.315,0.325,0.305,0.315,0.331,0.3091,0.3963,,0.315,5.53,-1.56,-3.08,-26.74,0.13,2.423077,2781100,246155648.0
03018,"03018.KL,0P0001FG5D,0",,0.195,0.195,0.195,0.195,0.1977,0.1983,0.2084,,0.195,1.96,0.0,0.0,0.0,,22.333334,53600,245288352.0
03057,SANCY,Technology,0.36,0.36,0.36,0.36,0.36,0.36,0.3525,,0.36,0.0,0.0,0.0,2.86,0.01,36.000004,0,244502752.0
7077,KPPROP,Real Estate,0.285,0.295,0.28,0.295,0.29,0.2923,0.3267,,0.295,0.97,5.36,-1.67,-6.35,-0.0,6.145833,30000,243795616.0
4634,POS,Industrials,0.315,0.315,0.305,0.31,0.3025,0.2921,0.2931,,0.31,4.59,0.0,10.71,10.71,-0.24,-1.8023255,328800,242660816.0
0249,LGMS,Technology,0.515,0.53,0.515,0.525,0.5377,0.5208,0.6007,,0.525,4.35,1.94,-2.78,12.06,0.02,26.25,352000,239399984.0
0277,CLOUDPT,Technology,0.445,0.46,0.44,0.45,0.5402,0.5103,0.6293,,0.45,3.87,-17.43,-14.29,-5.38,0.04,11.25,2813900,239220000.0
6769,JKGLAND,Real Estate,0.105,0.105,0.105,0.105,0.105,0.1058,0.1057,,0.105,0.71,0.0,0.0,5.0,0.02,5.25,2525400,238867632.0
2607,INCKEN,Consumer Cyclical,0.635,0.66,0.575,0.63,0.4395,0.3978,0.3849,N,0.63,5.3,40.0,61.54,72.6,-0.02,,1010500,238565248.0
5220,GLOTEC,Consumer Cyclical,0.87,0.885,0.865,0.885,0.8737,0.9139,0.7187,,0.885,4.38,1.72,-1.67,-7.81,0.03,29.5,5900,238171424.0
5010,TONGHER,Industrials,1.55,1.55,1.5,1.55,1.473,1.3216,1.3981,,1.55,3.83,-9.36,30.25,24.0,0.03,51.666668,4100,237952416.0
0212,SDS,Consumer Defensive,0.43,0.44,0.43,0.44,0.4535,0.4597,0.6388,,0.44,2.39,0.0,-8.33,-18.52,0.05,8.8,20000,237751328.0
7162,ASTINO,Basic Materials,0.505,0.505,0.505,0.505,0.512,0.5122,0.5094,,0.505,0.79,-3.81,-0.98,1.0,0.1,5.0499997,0,237065760.0
0192,INTA,Industrials,0.38,0.385,0.375,0.38,0.3847,0.3818,0.3995,,0.38,2.44,-1.3,-1.3,-2.59,0.07,5.428571,584400,237042736.0
0083,NOTION,Technology,0.435,0.465,0.435,0.45,0.4805,0.4329,0.5305,,0.45,5.51,-6.25,1.12,16.88,-0.01,12.096774,9668500,236697408.0
0285,MERSEC,Financial Services,0.265,0.27,0.265,0.265,0.2665,0.2708,0.3107,,0.265,1.89,0.0,-1.85,-8.62,0.02,13.25,781600,236644992.0
5277,FPGROUP,Technology,0.42,0.44,0.42,0.43,0.364,0.3215,0.3243,,0.43,4.43,3.61,32.31,43.33,0.03,14.333334,4264600,234204320.0
03050,SUNMOW,Industrials,1.0,1.0,1.0,1.0,1.04,1.03,1.0445,,1.0,0.3,-4.76,-4.76,-1.33,0.03,33.333336,200000,233941664.0
7617,MAGNA,Real Estate,0.58,0.58,0.58,0.58,0.681,0.7048,0.6942,,0.58,0.79,-14.71,-17.14,-22.67,0.06,9.666667,0,231508464.0
8419,PANSAR,Industrials,0.45,0.45,0.43,0.45,0.4755,0.4844,0.5196,,0.45,2.46,-3.23,-5.26,-7.22,0.03,15.0,275200,231017088.0
5300,YENHER,Consumer Defensive,0.765,0.77,0.765,0.77,0.7672,0.7716,0.7807,,0.77,1.09,1.32,-3.75,-1.91,0.08,9.625,7900,231000000.0
7228,T7GLOBAL,Energy,0.255,0.26,0.25,0.255,0.2617,0.2645,0.2745,,0.255,2.72,-1.92,-5.56,-3.77,0.05,5.1,471600,230241952.0
0058,JCBNEXT,Financial Services,1.76,1.76,1.76,1.76,1.73,1.7144,1.748,,1.76,0.03,3.53,3.53,1.73,0.31,5.677419,20000,230062096.0
8311,PESONA,Industrials,0.33,0.33,0.325,0.33,0.3443,0.3433,0.351,,0.33,2.28,-2.94,-9.59,-1.95,0.06,5.5000005,683400,229345616.0
8982,CEPAT,Consumer Defensive,0.75,0.76,0.74,0.74,0.7597,0.7604,0.6932,,0.74,1.0,-2.63,-3.27,-0.34,0.09,8.222222,96100,228483376.0
7060,NHFATT,Consumer Cyclical,1.42,1.42,1.38,1.38,1.473,1.5008,1.5432,,1.38,1.23,-8.61,-6.12,-8.6,0.18,7.6666665,20400,228175424.0
7211,TAFI,Consumer Cyclical,0.6,0.6,0.6,0.6,0.6153,0.6324,0.5797,,0.6,0.08,-1.64,-3.23,-3.23,0.05,12.0,70000,227656272.0
0292,JTGROUP,Industrials,0.52,0.52,0.505,0.52,0.4873,0.5305,0.6144,,0.52,5.02,6.12,-4.59,-11.11,0.03,17.333334,217700,227105120.0
7134,PWF,Consumer Defensive,0.745,0.745,0.73,0.73,0.7348,0.744,0.7711,,0.73,1.97,-1.35,-2.01,-9.88,0.12,6.0833335,257300,226699392.0
7004,MCEHLDG,Consumer Cyclical,1.46,1.5,1.46,1.5,1.453,1.4295,1.5004,,1.5,1.82,0.67,4.17,10.03,0.11,13.636364,38100,225846176.0
5028,HTPADU,Technology,1.34,1.38,1.3,1.38,1.391,1.4252,1.6947,,1.38,3.03,-0.72,0.73,-9.8,0.17,8.117647,1824100,224918320.0
5066,NTPM,Consumer Defensive,0.195,0.2,0.195,0.2,0.2035,0.2023,0.2344,,0.2,2.13,0.0,-6.98,-11.11,-0.04,5.0,99100,224608000.0
4723,JAKS,Industrials,0.08,0.085,0.08,0.085,0.0827,0.0824,0.0957,,0.085,7.0,6.25,0.0,0.0,0.01,8.5,1658600,223234736.0
8443,HIL,Industrials,0.67,0.67,0.67,0.67,0.7,0.6883,0.7224,,0.67,1.15,-4.29,0.0,-4.29,0.09,7.444444,13100,222400336.0
5230,TUNEPRO,Financial Services,0.29,0.295,0.29,0.295,0.3,0.2876,0.3154,,0.295,1.61,1.72,-4.84,0.0,0.03,9.833333,180000,222324096.0
5127,ARREIT,Real Estate,0.39,0.39,0.375,0.385,0.3885,0.3679,0.3467,,0.385,1.76,1.32,-3.75,22.22,0.02,19.25,860000,220689632.0
0262,SUNVIEW,Utilities,0.37,0.375,0.365,0.375,0.3678,0.3618,0.3714,,0.375,2.35,1.35,2.74,8.7,0.01,37.5,2080500,220655872.0
5204,AWANTEC,Consumer Defensive,0.265,0.275,0.26,0.275,0.2768,0.2718,0.303,,0.275,5.3,0.0,1.85,-1.79,-0.04,1.375,260400,216782016.0
0185,HSSEB,Industrials,0.405,0.425,0.39,0.425,0.4335,0.3931,0.4674,,0.425,6.44,-1.16,0.0,7.59,0.03,14.166667,1131700,216104064.0
9598,PTARAS,Industrials,1.3,1.3,1.3,1.3,1.321,1.3502,1.4513,,1.3,0.92,-0.76,-2.99,-7.8,0.15,8.666666,29700,215624240.0
5133,PENERGY,Energy,0.67,0.67,0.665,0.665,0.687,0.6971,0.7169,,0.665,1.92,-5.0,-5.67,9.02,-0.29,,57400,213426576.0
5120,AMFIRST,Real Estate,0.31,0.315,0.31,0.31,0.3117,0.3025,0.2955,,0.31,1.75,-1.59,0.24,1.81,0.04,7.75,32100,212784496.0
5100,BPPLAS,Consumer Cyclical,0.78,0.785,0.75,0.75,0.7992,0.7433,0.6817,,0.75,2.5,-4.46,-11.24,20.88,0.04,18.75,49000,211109616.0
9326,LBALUM,Basic Materials,0.49,0.49,0.485,0.485,0.5055,0.5063,0.4799,,0.485,2.2,-1.02,-5.83,2.11,0.14,3.4642859,187800,210902592.0
6084,STAR,Communication Services,0.295,0.295,0.29,0.29,0.3069,0.304,0.3326,,0.29,1.99,-3.33,-6.23,-4.77,-0.02,9.171395,172400,210181824.0
2224,SDRED,Real Estate,0.47,0.495,0.47,0.49,0.4653,0.4313,0.4701,,0.49,2.75,2.08,16.67,8.89,-0.08,,95800,208802544.0
5289,TECHBND,Basic Materials,0.275,0.275,0.275,0.275,0.2815,0.2806,0.2943,,0.275,1.62,0.0,-3.51,-1.79,0.02,13.750001,30100,208641232.0
0278,EDELTEQ,Technology,0.35,0.36,0.345,0.355,0.3775,0.3553,0.419,,0.355,4.06,0.0,-6.58,-19.32,0.02,17.75,2452900,207955152.0
7006,RKI,Consumer Cyclical,1.06,1.06,1.06,1.06,1.0805,1.1052,1.1102,,1.06,0.82,0.95,-2.75,-8.62,0.08,13.25,1500,207717488.0
0296,HEGROUP,Industrials,0.465,0.475,0.46,0.47,0.3925,0.3343,0.3475,,0.47,5.63,2.17,46.88,62.26,0.02,23.5,2891500,206800000.0
5253,ECONBHD,Industrials,0.135,0.15,0.135,0.145,0.1485,0.1404,0.2592,,0.145,8.6,-3.33,0.0,-30.95,0.0,Infinity,9518300,205537504.0
0010,IRIS,Industrials,0.25,0.265,0.24,0.25,0.2172,0.1934,0.2236,,0.25,9.91,-3.85,42.86,28.21,0.01,25.0,4760900,203931904.0
9334,KESM,Technology,4.9,4.92,4.65,4.74,4.477,3.6482,3.209,,4.74,5.87,4.64,16.18,64.01,0.11,43.090908,417400,203888720.0
7225,PA,Industrials,0.135,0.14,0.135,0.135,0.1388,0.1305,0.1445,,0.135,3.37,-3.57,-3.57,-3.45,0.01,13.500001,461000,203143792.0
1589,IWCITY,Real Estate,0.215,0.23,0.215,0.22,0.2422,0.2269,0.273,,0.22,4.92,-4.35,-13.73,-6.38,-0.02,,591700,202648096.0
5322,FEYTECH,Consumer Cyclical,0.235,0.245,0.235,0.24,0.2317,0.2277,0.2717,,0.24,7.14,0.0,6.67,6.67,0.01,24.0,1827900,202368000.0
1481,ASB,Consumer Cyclical,0.075,0.085,0.075,0.08,0.0783,0.0744,0.076,,0.08,8.63,0.0,0.0,6.67,-0.01,,5783500,202335600.0
2542,RVIEW,Consumer Defensive,3.1,3.1,3.05,3.1,3.0315,2.9622,2.9083,,3.1,0.46,2.65,3.33,4.03,0.11,28.181818,4000,201036384.0
4057,ASIAPAC,Real Estate,0.135,0.135,0.13,0.135,0.1332,0.1236,0.112,,0.135,5.84,3.85,3.85,35.0,0.07,1.9285715,291000,200994352.0
7088,POHUAT,Consumer Cyclical,0.75,0.75,0.75,0.75,0.759,0.7729,0.844,,0.75,1.03,-1.32,-1.32,-10.03,-0.01,6.6964283,52800,198729232.0
7091,UNIMECH,Industrials,1.35,1.36,1.31,1.36,1.3605,1.3542,1.3837,,1.36,1.37,0.0,0.74,-0.73,0.17,8.0,12200,198684864.0
9385,LAYHONG,Consumer Defensive,0.255,0.26,0.255,0.26,0.2635,0.267,0.2911,,0.26,2.03,1.96,-3.7,-10.34,0.08,3.25,592400,197327808.0
7202,HEXRTL,Basic Materials,0.42,0.425,0.42,0.425,0.4275,0.4382,0.4603,,0.425,1.76,-1.16,2.41,-5.56,-0.16,,33100,196693008.0
3298,HEXZA,Basic Materials,0.94,0.95,0.94,0.95,0.9337,0.8983,0.8713,,0.95,0.96,1.6,5.56,7.34,-0.0,,51500,195325264.0
7249,SKYGATE,Real Estate,0.58,0.58,0.58,0.58,0.5885,0.5886,0.691,,0.58,2.25,0.0,1.75,-11.45,0.01,58.0,30000,194221712.0
8435,CEPCO,Basic Materials,2.6,2.6,2.6,2.6,2.6065,2.4376,1.4621,,2.6,0.33,-0.38,0.39,136.36,0.37,7.0270267,1100,194023968.0
7083,ANALABS,Basic Materials,1.73,1.73,1.73,1.73,1.722,1.6992,1.7469,,1.73,0.47,-1.7,-0.57,-2.26,0.36,4.8055553,0,191745152.0
03013,"03013.KL,0P0001F3CQ,0",,0.155,0.155,0.155,0.155,0.1595,0.1595,0.1849,,0.155,1.59,-3.12,3.33,-8.82,,37.5,22000,191696992.0
0181,AEMULUS,Technology,0.265,0.285,0.265,0.285,0.2538,0.2103,0.2084,,0.285,7.46,1.79,29.55,137.5,0.0,Infinity,4597900,191688160.0
5007,CHINWEL,Industrials,0.72,0.72,0.67,0.67,0.6948,0.6908,0.7216,,0.67,1.48,-6.94,-2.9,-2.19,0.01,67.0,10500,191348896.0
5085,MUDAJYA,Industrials,0.36,0.36,0.36,0.36,0.3675,0.3741,0.4263,,0.36,1.02,0.0,-2.7,-17.24,0.02,18.000002,50000,191331056.0
4022,MAXIM,Real Estate,0.265,0.265,0.25,0.26,0.273,0.2808,0.3355,,0.26,4.38,0.0,-3.7,-14.75,0.05,5.2,197100,191108528.0
5098,MASTEEL,Basic Materials,0.26,0.26,0.255,0.255,0.273,0.2696,0.2723,,0.255,2.59,-5.56,-10.53,2.0,0.01,25.5,403700,189916272.0
5657,PARKSON,Consumer Cyclical,0.165,0.165,0.165,0.165,0.1683,0.1685,0.2034,,0.165,3.78,-5.71,-2.94,-10.81,-0.03,,368000,189568848.0
5192,KSSC,Basic Materials,0.86,0.87,0.86,0.87,0.8837,0.9045,0.8161,,0.87,0.61,-1.14,-2.25,-3.33,0.03,29.0,7000,188154992.0
0108,N2N,Technology,0.335,0.335,0.335,0.335,0.3303,0.3243,0.344,,0.335,2.4,0.0,4.69,1.52,0.02,16.75,2900,186998416.0
9288,BONIA,Consumer Cyclical,0.92,0.92,0.92,0.92,0.89,0.868,0.8758,,0.92,0.63,2.22,6.98,4.55,0.01,92.0,75000,184915520.0
7115,SKBSHUT,Industrials,0.93,0.96,0.92,0.95,0.8648,0.8241,0.8492,,0.95,2.36,9.2,16.56,13.77,0.16,5.9375,984800,184779584.0
7668,BESHOM,Healthcare,0.61,0.62,0.6,0.615,0.5782,0.5808,0.611,,0.615,3.63,7.89,6.96,3.36,0.03,20.5,482900,184031760.0
0299,AGX,Industrials,0.4,0.425,0.4,0.425,0.4098,0.437,0.4788,,0.425,3.31,7.59,-1.16,-14.14,0.03,14.166667,131600,183968096.0
7212,DESTINI,Industrials,0.315,0.35,0.31,0.335,0.3123,0.3034,0.345,,0.335,5.45,1.52,15.52,1.75,2.46,0.13617887,3691000,183903408.0
7579,AWC,Industrials,0.53,0.54,0.53,0.535,0.555,0.5326,0.5839,,0.535,2.38,-1.83,-4.46,1.94,0.06,8.916667,105100,180636480.0
0148,SUNZEN,Consumer Defensive,0.23,0.23,0.23,0.23,0.235,0.2408,0.2572,,0.23,0.96,0.0,-4.17,-8.0,0.01,23.0,103000,179776816.0
