Stock Code,Name,Sector,Open,High,Low,Close,Volume,P/E Ratio,ROE,EPS,P/B Ratio,SMA 20,SMA 50,SMA 200
1155.KL,MAYBANK,Financial Services,11.24,11.26,11.14,11.18,12116400,12.850575,0.11164,0.87,1.4453782,11.164,11.3162,10.293
